Outlet,Receipt Number,Date,Time,Category,Brand,Items,Variant,SKU,Quantity,Modifier Applied,Discount Applied,Gross Sales,Discounts,Refunds,Net Sales,Gratuity,Tax,Sales Type,Collected By,Served By,Customer,Payment Method,Event Type,Reason of Refund
KM02 Coffee And Workingspace,1O5N0Q,7/6/2023,16:28:26,Food_Snack Salty,Unbranded,Tempe,,,1,,,20000,0,0,20000,1000.0,0,DineIn,Kasir 03,,,Cash,Payment,
KM02 Coffee And Workingspace,1O5N0P,7/6/2023,15:59:47,Drink_Moctail,Unbranded,Midnight Sunshine,,,1,,,25000,0,0,25000,1250.0,0,DineIn,Kasir 03,,,Cash,Payment,
KM02 Coffee And Workingspace,1O5N0O,7/6/2023,15:34:52,Food_Rice Bowl,Unbranded,Ayam Sambal Matah,,,1,,,28000,0,0,28000,1400.0,0,DineIn,Kasir 03,,,BNI,Payment,
KM02 Coffee And Workingspace,1O5N0O,7/6/2023,15:34:52,Drink_Moctail,Unbranded,Mango Yakult,,,1,,,25000,0,0,25000,1250.0,0,DineIn,Kasir 03,,,BNI,Payment,
KM02 Coffee And Workingspace,1O5N0O,7/6/2023,15:34:52,Food_Rice Bowl,Unbranded,Crispy Chicken Curry,,,1,,,28000,0,0,28000,1400.0,0,DineIn,Kasir 03,,,BNI,Payment,
KM02 Coffee And Workingspace,1O5N0O,7/6/2023,15:34:52,Food_Snack Salty,Unbranded,Tahu Cabe Garam,,,1,,,22500,0,0,22500,1125.0,0,DineIn,Kasir 03,,,BNI,Payment,
KM02 Coffee And Workingspace,1O5N0O,7/6/2023,15:34:52,Drink_Coffee,Unbranded,Avocoffe,,,1,,,25000,0,0,25000,1250.0,0,DineIn,Kasir 03,,,BNI,Payment,
KM02 Coffee And Workingspace,1O5N0N,7/6/2023,15:25:31,Drink_Tea Series,Unbranded,Lychee Tea Ice,,,1,,,20000,0,0,20000,1000.0,0,DineIn,Kasir 03,,,Other,Payment,
KM02 Coffee And Workingspace,1O5N0N,7/6/2023,15:25:31,Drink_Manual Brew,Unbranded,Tubruk,,18000.0,1,,,18000,0,0,18000,900.0,0,DineIn,Kasir 03,,,Other,Payment,
KM02 Coffee And Workingspace,1O5N0N,7/6/2023,15:25:31,Drink_Coffee,Unbranded,Cappucino Hot,,,1,,,23000,0,0,23000,1150.0,0,DineIn,Kasir 03,,,Other,Payment,
KM02 Coffee And Workingspace,1O5N0M,7/6/2023,15:17:17,Food_Snack Salty,Unbranded,Creamy White Sauce Wedges,,,1,,,25000,0,0,25000,1250.0,0,DineIn,Kasir 03,,,Gopay,Payment,
KM02 Coffee And Workingspace,1O5N0L,7/6/2023,15:11:23,Food_Salad,Unbranded,Thai Chicken Salad,,,1,,,17500,0,0,17500,875.0,0,DineIn,Kasir 03,,,Cash,Payment,
KM02 Coffee And Workingspace,1O5N0L,7/6/2023,15:11:23,Drink_Others,Unbranded,Mineral,,,1,,,7000,0,0,7000,350.0,0,DineIn,Kasir 03,,,Cash,Payment,
KM02 Coffee And Workingspace,1O5N0K,7/6/2023,13:50:39,Food_Should Try,Unbranded,100g Beef Sirloin Steak,,,1,,,77000,0,0,77000,3850.0,0,DineIn,Kasir 03,,,Cash,Payment,
KM02 Coffee And Workingspace,1O5N0K,7/6/2023,13:50:39,Drink_Non Coffee,Unbranded,Cocholate Mint,,,1,,,25000,0,0,25000,1250.0,0,DineIn,Kasir 03,,,Cash,Payment,
KM02 Coffee And Workingspace,1O5N0K,7/6/2023,13:50:39,Drink_Non Coffee,Unbranded,Greentea Latte Ice,,,1,,,25000,0,0,25000,1250.0,0,DineIn,Kasir 03,,,Cash,Payment,
KM02 Coffee And Workingspace,1O5N0K,7/6/2023,13:50:39,Food_Rice Bowl,Unbranded,Ayam Sambal Matah,,,1,,,28000,0,0,28000,1400.0,0,DineIn,Kasir 03,,,Cash,Payment,
KM02 Coffee And Workingspace,1O5N0J,7/6/2023,13:25:05,Drink_Coffee,Unbranded,Kopi Susu Ice,,,3,,,60000,0,0,60000,3000.0,0,DineIn,Kasir 03,,,Cash,Payment,
KM02 Coffee And Workingspace,1O5N0J,7/6/2023,13:25:05,Drink_Coffee,Unbranded,Butterscotch Regal,,,1,,,28000,0,0,28000,1400.0,0,DineIn,Kasir 03,,,Cash,Payment,
KM02 Coffee And Workingspace,1O5N0I,7/6/2023,13:21:46,Food_Rice Bowl,Unbranded,Beef Black Papper,,,1,,,38000,0,0,38000,1900.0,0,DineIn,Kasir 03,,,Cash,Payment,
KM02 Coffee And Workingspace,1O5N0I,7/6/2023,13:21:46,Food_Spagetti,Unbranded,Carbonara,,,1,,,30000,0,0,30000,1500.0,0,DineIn,Kasir 03,,,Cash,Payment,
KM02 Coffee And Workingspace,1O5N0H,7/6/2023,12:49:29,Drink_Moctail,Unbranded,Mango Yakult,,,2,,,50000,0,0,50000,2500.0,0,DineIn,Kasir 03,,,Cash,Payment,
KM02 Coffee And Workingspace,1O5N0G,7/6/2023,11:01:20,Drink_Manual Brew,Unbranded,Americano Hot,,,1,,,20000,0,0,20000,1000.0,0,DineIn,Kasir 03,,,Cash,Payment,
KM02 Coffee And Workingspace,1O5N0F,7/6/2023,10:50:24,Drink_Tea Series,Unbranded,Lychee Tea Ice,,,1,,,20000,0,0,20000,1000.0,0,DineIn,Kasir 03,,,Gopay,Payment,
KM02 Coffee And Workingspace,1O5N0E,6/6/2023,23:51:41,New Menu_Drink,Unbranded,Strawberry Milkshake,,,1,,,32000,0,0,32000,1600.0,0,RushHours,Kasir 03,,,Cash,Payment,
KM02 Coffee And Workingspace,1O5N0E,6/6/2023,23:51:41,Food_Rice Bowl,Unbranded,Ayam Lada Hitam,,,2,,,60000,0,0,60000,3000.0,0,RushHours,Kasir 03,,,Cash,Payment,
KM02 Coffee And Workingspace,1O5N0E,6/6/2023,23:51:41,Drink_Others,Unbranded,Mineral,,,1,,,10000,0,0,10000,500.0,0,RushHours,Kasir 03,,,Cash,Payment,
KM02 Coffee And Workingspace,1O5N0D,6/6/2023,23:30:26,Drink_Non Coffee,Unbranded,Chocolate Hot,,,1,,,27000,0,0,27000,1350.0,0,RushHours,Kasir 03,,,Gopay,Payment,
KM02 Coffee And Workingspace,1O5N0D,6/6/2023,23:30:26,Drink_Others,Unbranded,Mineral,,,1,,,10000,0,0,10000,500.0,0,RushHours,Kasir 03,,,Gopay,Payment,
KM02 Coffee And Workingspace,1O5N0D,6/6/2023,23:30:26,Drink_Non Coffee,Unbranded,Greentea Latte Ice,,,1,,,27000,0,0,27000,1350.0,0,RushHours,Kasir 03,,,Gopay,Payment,
KM02 Coffee And Workingspace,1O5N0D,6/6/2023,23:30:26,Drink_Ginger,Unbranded,Ginger Hotr,,,1,,,25000,0,0,25000,1250.0,0,RushHours,Kasir 03,,,Gopay,Payment,
KM02 Coffee And Workingspace,1O5N0D,6/6/2023,23:30:26,Drink_Tea Series,Unbranded,Lemon Tea Ice,,,1,,,22000,0,0,22000,1100.0,0,RushHours,Kasir 03,,,Gopay,Payment,
KM02 Coffee And Workingspace,1O5N0D,6/6/2023,23:30:26,Drink_Coffee,Unbranded,Cappucino Hot,,,1,,,25000,0,0,25000,1250.0,0,RushHours,Kasir 03,,,Gopay,Payment,
KM02 Coffee And Workingspace,1O5N0D,6/6/2023,23:30:26,Drink_Tea Series,Unbranded,Thai Tea Ice,,,1,,,27000,0,0,27000,1350.0,0,RushHours,Kasir 03,,,Gopay,Payment,
KM02 Coffee And Workingspace,1O5N0D,6/6/2023,23:30:26,Food_Should Try,Unbranded,Mix Platter,,,2,,,64000,0,0,64000,3200.0,0,RushHours,Kasir 03,,,Gopay,Payment,
KM02 Coffee And Workingspace,1O5N0D,6/6/2023,23:30:26,Uncategorized,Unbranded,Custom Amount,,,1,,,14400,0,0,14400,720.0,0,DineIn,Kasir 03,,,Gopay,Payment,
KM02 Coffee And Workingspace,1O5N0D,6/6/2023,23:30:26,Drink_Signature Series,Unbranded,Mocha Blended,,,1,,,35000,0,0,35000,1750.0,0,RushHours,Kasir 03,,,Gopay,Payment,
KM02 Coffee And Workingspace,1O5N0C,6/6/2023,21:55:43,Food_Snack Sweet,Unbranded,Keju Aroma,,,1,,,22000,0,0,22000,0.0,0,Go Food,Kasir 03,,,GoFood,Payment,
KM02 Coffee And Workingspace,1O5N0C,6/6/2023,21:55:43,Food_Snack Salty,Unbranded,Tempe,,,1,,,22000,0,0,22000,0.0,0,Go Food,Kasir 03,,,GoFood,Payment,
KM02 Coffee And Workingspace,1O5N0B,6/6/2023,21:15:38,Drink_Coffee,Unbranded,Kopi Susu Ice,,,1,,,25000,0,0,25000,1250.0,0,RushHours,Kasir 03,,,Gopay,Payment,
KM02 Coffee And Workingspace,1O5N0B,6/6/2023,21:15:38,Drink_Non Coffee,Unbranded,Cocholate Mint,,,1,,,27000,0,0,27000,1350.0,0,RushHours,Kasir 03,,,Gopay,Payment,
KM02 Coffee And Workingspace,1O5N0B,6/6/2023,21:15:38,Others_Cigarette,Unbranded,Sampoerna AMild 16 Merah,,,1,,,31000,0,0,31000,1550.0,0,RushHours,Kasir 03,,,Gopay,Payment,
KM02 Coffee And Workingspace,1O5N0A,6/6/2023,20:42:28,Drink_Coffee,Unbranded,Cappucino Ice,,,1,,,25000,0,0,25000,1250.0,0,RushHours,Kasir 03,,,Cash,Payment,
KM02 Coffee And Workingspace,1O5N0A,6/6/2023,20:42:28,Food_Should Try,Unbranded,Mix Platter,,,1,,,32000,0,0,32000,1600.0,0,RushHours,Kasir 03,,,Cash,Payment,
KM02 Coffee And Workingspace,1O5N0A,6/6/2023,20:42:28,Drink_Non Coffee,Unbranded,Greentea Latte Ice,,,2,,,54000,0,0,54000,2700.0,0,RushHours,Kasir 03,,,Cash,Payment,
KM02 Coffee And Workingspace,1O5N09,6/6/2023,19:52:03,Drink_Coffee,Unbranded,Latte Hazelnut Ice,,,1,,,27000,0,0,27000,1350.0,0,DineIn,Kasir 03,,,Cash,Payment,
KM02 Coffee And Workingspace,1O5N09,6/6/2023,19:52:03,Drink_Milkshake,Unbranded,Nutella Milkshake,,,1,,,30000,0,0,30000,1500.0,0,DineIn,Kasir 03,,,Cash,Payment,
KM02 Coffee And Workingspace,1O5N09,6/6/2023,19:52:03,Drink_Others,Unbranded,Mineral,,,1,,,7000,0,0,7000,350.0,0,DineIn,Kasir 03,,,Cash,Payment,
KM02 Coffee And Workingspace,1O5N09,6/6/2023,19:52:03,Food_Snack Salty,Unbranded,Potatoe Wedges,,,1,,,20000,0,0,20000,1000.0,0,DineIn,Kasir 03,,,Cash,Payment,
KM02 Coffee And Workingspace,1O5N09,6/6/2023,19:52:03,Food_Snack Salty,Unbranded,Lunpia mini KM02,,,1,,,22500,0,0,22500,1125.0,0,DineIn,Kasir 03,,,Cash,Payment,
KM02 Coffee And Workingspace,1O5N09,6/6/2023,19:52:03,Uncategorized,Unbranded,Custom Amount,,,1,,,20000,0,0,20000,1000.0,0,DineIn,Kasir 03,,,Cash,Payment,
KM02 Coffee And Workingspace,1O5N08,6/6/2023,17:50:33,Food_Snack Salty,Unbranded,Tahu Cabe Garam,,,1,,,22500,0,0,22500,1125.0,0,DineIn,Kasir 03,,,Gopay,Payment,
KM02 Coffee And Workingspace,1O5N08,6/6/2023,17:50:33,Food_Snack Salty,Unbranded,Tempe,,,1,,,20000,0,0,20000,1000.0,0,DineIn,Kasir 03,,,Gopay,Payment,
KM02 Coffee And Workingspace,1O5N08,6/6/2023,17:50:33,Drink_Moctail,Unbranded,Mango Yakult,,,1,,,25000,0,0,25000,1250.0,0,DineIn,Kasir 03,,,Gopay,Payment,
KM02 Coffee And Workingspace,1O5N08,6/6/2023,17:50:33,Drink_Tea Series,Unbranded,Regular Tea Ice,,,1,,,18000,0,0,18000,900.0,0,DineIn,Kasir 03,,,Gopay,Payment,
KM02 Coffee And Workingspace,1O5N08,6/6/2023,17:50:33,Drink_Non Coffee,Unbranded,Red Velvet Latte Ice,,,1,,,25000,0,0,25000,1250.0,0,DineIn,Kasir 03,,,Gopay,Payment,
KM02 Coffee And Workingspace,1O5N08,6/6/2023,17:50:33,Drink_Squash Series,Unbranded,Mango Squash,,,1,,,25000,0,0,25000,1250.0,0,DineIn,Kasir 03,,,Gopay,Payment,
KM02 Coffee And Workingspace,1O5N07,6/6/2023,16:38:53,Drink_Tea Series,Unbranded,Lychee Tea Ice,,,1,,,20000,0,0,20000,1000.0,0,DineIn,Kasir 03,,,Gopay,Payment,
KM02 Coffee And Workingspace,1O5N07,6/6/2023,16:38:53,Drink_Tea Series,Unbranded,Lemon Tea Ice,,,1,,,20000,0,0,20000,1000.0,0,DineIn,Kasir 03,,,Gopay,Payment,
KM02 Coffee And Workingspace,1O5N07,6/6/2023,16:38:53,Food_Rice Bowl,Unbranded,Beef Black Papper,,,1,,,38000,0,0,38000,1900.0,0,DineIn,Kasir 03,,,Gopay,Payment,
KM02 Coffee And Workingspace,1O5N07,6/6/2023,16:38:53,Food_Snack Salty,Unbranded,Tempe,,,1,,,20000,0,0,20000,1000.0,0,DineIn,Kasir 03,,,Gopay,Payment,
KM02 Coffee And Workingspace,1O5N06,6/6/2023,16:28:19,Drink_Others,Unbranded,Mineral,,,1,,,7000,0,0,7000,350.0,0,DineIn,Kasir 03,,,Gopay,Payment,
KM02 Coffee And Workingspace,1O5N06,6/6/2023,16:28:19,Food_Spagetti,Unbranded,Carbonara,,,1,,,30000,0,0,30000,1500.0,0,DineIn,Kasir 03,,,Gopay,Payment,
KM02 Coffee And Workingspace,1O5N06,6/6/2023,16:28:19,Food_Should Try,Unbranded,Mix Platter,,,1,,,30000,0,0,30000,1500.0,0,DineIn,Kasir 03,,,Gopay,Payment,
KM02 Coffee And Workingspace,1O5N06,6/6/2023,16:28:19,Drink_Non Coffee,Unbranded,Banana Brulle,,,1,,,25000,0,0,25000,1250.0,0,DineIn,Kasir 03,,,Gopay,Payment,
KM02 Coffee And Workingspace,1O5N06,6/6/2023,16:28:19,Drink_Non Coffee,Unbranded,Special Chocolate Ice,,,1,,,25000,0,0,25000,1250.0,0,DineIn,Kasir 03,,,Gopay,Payment,
KM02 Coffee And Workingspace,1O5N06,6/6/2023,16:28:19,Drink_Non Coffee,Unbranded,Cocholate Mint,,,1,,,25000,0,0,25000,1250.0,0,DineIn,Kasir 03,,,Gopay,Payment,
KM02 Coffee And Workingspace,1O5N05,6/6/2023,16:27:00,Uncategorized,Unbranded,Custom Amount,,,1,,,75000,0,0,75000,3750.0,0,DineIn,Kasir 03,,,Gopay,Payment,
KM02 Coffee And Workingspace,1O5N05,6/6/2023,16:27:00,Drink_Coffee,Unbranded,Cafe Latte Hot,,,1,,,23000,0,0,23000,1150.0,0,DineIn,Kasir 03,,,Gopay,Payment,
KM02 Coffee And Workingspace,1O5N05,6/6/2023,16:27:00,Drink_Non Coffee,Unbranded,Greentea Latte Ice,,,1,,,25000,0,0,25000,1250.0,0,DineIn,Kasir 03,,,Gopay,Payment,
KM02 Coffee And Workingspace,1O5N05,6/6/2023,16:27:00,Food_Nusantara,Unbranded,Nasi Goreng Cumi Hitam,,,1,,,38000,0,0,38000,1900.0,0,DineIn,Kasir 03,,,Gopay,Payment,
KM02 Coffee And Workingspace,1O5N05,6/6/2023,16:27:00,Drink_Others,Unbranded,Mineral,,,1,,,7000,0,0,7000,350.0,0,DineIn,Kasir 03,,,Gopay,Payment,
KM02 Coffee And Workingspace,1O5N05,6/6/2023,16:27:00,Food_Snack Salty,Unbranded,Jamur Crispy,,,1,,,20000,0,0,20000,1000.0,0,DineIn,Kasir 03,,,Gopay,Payment,
KM02 Coffee And Workingspace,1O5N05,6/6/2023,16:27:00,Uncategorized,Unbranded,Custom Amount,,,1,,,40000,0,0,40000,2000.0,0,DineIn,Kasir 03,,,Gopay,Payment,
KM02 Coffee And Workingspace,1O5N05,6/6/2023,16:27:00,Drink_Tea Series,Unbranded,Lychee Tea Ice,,,1,,,20000,0,0,20000,1000.0,0,DineIn,Kasir 03,,,Gopay,Payment,
KM02 Coffee And Workingspace,1O5N05,6/6/2023,16:27:00,Drink_Tea Series,Unbranded,Regular Tea Ice,,,1,,,18000,0,0,18000,900.0,0,DineIn,Kasir 03,,,Gopay,Payment,
KM02 Coffee And Workingspace,1O5N04,6/6/2023,15:56:28,Uncategorized,Unbranded,Custom Amount,,,1,,,75000,0,0,75000,3750.0,0,Take Away,Kasir 03,,,Gopay,Payment,
KM02 Coffee And Workingspace,1O5N04,6/6/2023,15:56:28,Drink_Non Coffee,Unbranded,Cocholate Mint,,,1,,,25000,0,0,25000,1250.0,0,DineIn,Kasir 03,,,Gopay,Payment,
KM02 Coffee And Workingspace,1O5N04,6/6/2023,15:56:28,Others_UMKM,Unbranded,Kerupuk udang/ gendar,,,1,,,10000,0,0,10000,500.0,0,DineIn,Kasir 03,,,Gopay,Payment,
KM02 Coffee And Workingspace,1O5N04,6/6/2023,15:56:28,Food_Spagetti,Unbranded,Carbonara,,,1,,,30000,0,0,30000,1500.0,0,DineIn,Kasir 03,,,Gopay,Payment,
KM02 Coffee And Workingspace,1O5N04,6/6/2023,15:56:28,Food_Nusantara,Unbranded,Soto Betawi Daging,,,1,,,60000,0,0,60000,3000.0,0,DineIn,Kasir 03,,,Gopay,Payment,
KM02 Coffee And Workingspace,1O5N04,6/6/2023,15:56:28,Drink_Others,Unbranded,Mineral,,,1,,,7000,0,0,7000,350.0,0,DineIn,Kasir 03,,,Gopay,Payment,
KM02 Coffee And Workingspace,1O5N03,6/6/2023,12:44:10,Food_Rice Bowl,Unbranded,Beef Ricebowl,,,1,,,35000,0,0,35000,1750.0,0,DineIn,Kasir 03,,,Gopay,Payment,
KM02 Coffee And Workingspace,1O5N03,6/6/2023,12:44:10,Food_Rice Bowl,Unbranded,Ayam Sambal Matah,,,1,,,28000,0,0,28000,1400.0,0,DineIn,Kasir 03,,,Gopay,Payment,
KM02 Coffee And Workingspace,1O5N03,6/6/2023,12:44:10,Drink_Coffee,Unbranded,Kopi Susu Ice,,,1,,,20000,0,0,20000,1000.0,0,DineIn,Kasir 03,,,Gopay,Payment,
KM02 Coffee And Workingspace,1O5N03,6/6/2023,12:44:10,Drink_Coffee,Unbranded,Moccacino Ice,,,1,,,23000,0,0,23000,1150.0,0,DineIn,Kasir 03,,,Gopay,Payment,
KM02 Coffee And Workingspace,1O5N02,6/6/2023,12:31:24,Drink_Manual Brew,Unbranded,Americano Ice,,,1,,,22000,0,0,22000,0.0,0,Go Food,Kasir 03,,,GoFood,Payment,
KM02 Coffee And Workingspace,1O5N02,6/6/2023,12:31:24,Drink_Coffee,Unbranded,Cafe Latte Ice,,,2,,,50000,0,0,50000,0.0,0,Go Food,Kasir 03,,,GoFood,Payment,
KM02 Coffee And Workingspace,1O5N01,6/6/2023,11:38:41,Drink_Coffee,Unbranded,Cafe Latte Hot,,,1,,,23000,0,0,23000,1150.0,0,DineIn,Kasir 03,,,Gopay,Payment,
KM02 Coffee And Workingspace,1O5N00,6/6/2023,11:15:59,Food_Nusantara,Unbranded,Nasi Goreng Cumi Hitam,,,1,,,40000,0,0,40000,2000.0,0,RushHours,Kasir 03,,,Mandiri,Payment,
KM02 Coffee And Workingspace,1O5N00,6/6/2023,11:15:59,Others_Cigarette,Unbranded,Sampoerna AMild 16 Merah,,,1,,,31000,0,0,31000,1550.0,0,RushHours,Kasir 03,,,Mandiri,Payment,
KM02 Coffee And Workingspace,1O5MZZ,6/6/2023,9:29:57,Drink_Tea Series,Unbranded,Lemongrass Tea,,,1,,,23000,0,0,23000,1150.0,0,DineIn,Kasir 03,,,Gopay,Payment,
KM02 Coffee And Workingspace,1O5MZZ,6/6/2023,9:29:57,Drink_Coffee,Unbranded,Kopi Susu KM-02 Ice,,,1,,,25000,0,0,25000,1250.0,0,DineIn,Kasir 03,,,Gopay,Payment,
KM02 Coffee And Workingspace,1O5MZY,5/6/2023,23:42:09,Food_Rice Bowl,Unbranded,Cheesezy Chicken Rice Bowl,,,1,,,30000,0,0,30000,1500.0,0,RushHours,Kasir 03,,,Gopay,Payment,
KM02 Coffee And Workingspace,1O5MZY,5/6/2023,23:42:09,Drink_Others,Unbranded,Mineral,,,1,,,10000,0,0,10000,500.0,0,RushHours,Kasir 03,,,Gopay,Payment,
KM02 Coffee And Workingspace,1O5MZY,5/6/2023,23:42:09,Drink_Coffee,Unbranded,Kopi Susu Ice,,,1,,,25000,0,0,25000,1250.0,0,RushHours,Kasir 03,,,Gopay,Payment,
KM02 Coffee And Workingspace,1O5MZY,5/6/2023,23:42:09,Food_Rice Bowl,Unbranded,Ayam Sambal Matah,,,1,,,30000,0,0,30000,1500.0,0,RushHours,Kasir 03,,,Gopay,Payment,
KM02 Coffee And Workingspace,1O5MZY,5/6/2023,23:42:09,Drink_Ginger,Unbranded,Ginger Hotr,,,1,,,25000,0,0,25000,1250.0,0,DineIn,Kasir 03,,,Gopay,Payment,
KM02 Coffee And Workingspace,1O5MZY,5/6/2023,23:42:09,Food_Snack Salty,Unbranded,Kentang Goreng,,,1,,,22000,0,0,22000,1100.0,0,RushHours,Kasir 03,,,Gopay,Payment,
KM02 Coffee And Workingspace,1O5MZY,5/6/2023,23:42:09,Food_Rice Bowl,Unbranded,Ayam Strips BBQ,,,1,,,30000,0,0,30000,1500.0,0,RushHours,Kasir 03,,,Gopay,Payment,
KM02 Coffee And Workingspace,1O5MZY,5/6/2023,23:42:09,Food_Rice Bowl,Unbranded,Ayam Sambal Matah,,,1,,,28000,0,0,28000,1400.0,0,DineIn,Kasir 03,,,Gopay,Payment,
KM02 Coffee And Workingspace,1O5MZY,5/6/2023,23:42:09,Uncategorized,Unbranded,Custom Amount,,,3,,,105000,0,0,105000,5250.0,0,RushHours,Kasir 03,,,Gopay,Payment,
KM02 Coffee And Workingspace,1O5MZX,5/6/2023,21:31:28,Drink_Coffee,Unbranded,Moccacino Ice,,,1,,,25000,0,0,25000,1250.0,0,RushHours,Kasir 03,,,Cash,Payment,
KM02 Coffee And Workingspace,1O5MZW,5/6/2023,21:08:57,Drink_Coffee,Unbranded,Latte Hazelnut Ice,,,1,,"Family(parents,wife/husband,sis&bro,children)barista&kitchen",27000,8100,0,18900,945.0,0,DineIn,Kasir 03,,,Gopay,Payment,
KM02 Coffee And Workingspace,1O5MZW,5/6/2023,21:08:57,Drink_Coffee,Unbranded,Latte Caramel Ice,,,1,,"Family(parents,wife/husband,sis&bro,children)barista&kitchen",27000,8100,0,18900,945.0,0,DineIn,Kasir 03,,,Gopay,Payment,
KM02 Coffee And Workingspace,1O5MZW,5/6/2023,21:08:57,Drink_Coffee,Unbranded,Kopi Susu Ice,,,1,,"Family(parents,wife/husband,sis&bro,children)barista&kitchen",25000,7500,0,17500,875.0,0,RushHours,Kasir 03,,,Gopay,Payment,
KM02 Coffee And Workingspace,1O5MZW,5/6/2023,21:08:57,Food_Nusantara,Unbranded,Nasi Goreng Cumi Hitam,,,1,,"Family(parents,wife/husband,sis&bro,children)barista&kitchen",38000,11400,0,26600,1330.0,0,DineIn,Kasir 03,,,Gopay,Payment,
KM02 Coffee And Workingspace,1O5MZW,5/6/2023,21:08:57,Drink_Coffee,Unbranded,Latte Caramel Ice,,,1,,"Family(parents,wife/husband,sis&bro,children)barista&kitchen",30000,9000,0,21000,1050.0,0,RushHours,Kasir 03,,,Gopay,Payment,
KM02 Coffee And Workingspace,1O5MZE,5/6/2023,19:33:00,Drink_Tea Series,Unbranded,Full Refund for: 1O5MZE - Lychee Tea Ice,,,-1,,,0,0,22000,-22000,-1100.0,0,RushHours,Kasir 03,,,Cash,Refund,Accidental Charge
KM02 Coffee And Workingspace,1O5MZD,5/6/2023,19:32:41,Drink_Coffee,Unbranded,Full Refund for: 1O5MZD - Kopi Susu KM-02 Ice,,,-1,,,0,0,25000,-25000,-1250.0,0,DineIn,Kasir 03,,,Cash,Refund,Accidental Charge
KM02 Coffee And Workingspace,1O5MZ1,5/6/2023,19:31:21,Drink_Coffee,Unbranded,Full Refund for: 1O5MZ1 - Cafe Latte Ice,,,-1,,,0,0,23000,-23000,-1150.0,0,DineIn,Kasir 03,,,Cash,Refund,Accidental Charge
KM02 Coffee And Workingspace,1O5MZV,5/6/2023,18:13:34,Drink_Manual Brew,Unbranded,Americano Ice,,,1,,,20000,0,0,20000,1000.0,0,DineIn,Kasir 03,,,BRI,Payment,
KM02 Coffee And Workingspace,1O5MZV,5/6/2023,18:13:34,Drink_Others,Unbranded,Mineral,,,1,,,7000,0,0,7000,350.0,0,DineIn,Kasir 03,,,BRI,Payment,
KM02 Coffee And Workingspace,1O5MZU,5/6/2023,18:05:48,Drink_Coffee,Unbranded,Baileys Coffee,,,1,,,28000,0,0,28000,1400.0,0,DineIn,Kasir 03,,,Gopay,Payment,
KM02 Coffee And Workingspace,1O5MZU,5/6/2023,18:05:48,Drink_Coffee,Unbranded,Butterscotch Regal,,,1,,,28000,0,0,28000,1400.0,0,DineIn,Kasir 03,,,Gopay,Payment,
KM02 Coffee And Workingspace,1O5MZU,5/6/2023,18:05:48,Food_Should Try,Unbranded,Paket Burger,,,1,,,35000,0,0,35000,1750.0,0,DineIn,Kasir 03,,,Gopay,Payment,
KM02 Coffee And Workingspace,1O5MZU,5/6/2023,18:05:48,Food_Toast,Unbranded,Nutela Oreo Toast,,,1,,,25000,0,0,25000,1250.0,0,DineIn,Kasir 03,,,Gopay,Payment,
KM02 Coffee And Workingspace,1O5MZU,5/6/2023,18:05:48,Food_Snack Salty,Unbranded,Risol Mayo ( 2 Pcs),,,1,,,17500,0,0,17500,875.0,0,DineIn,Kasir 03,,,Gopay,Payment,
KM02 Coffee And Workingspace,1O5MZU,5/6/2023,18:05:48,Drink_Squash Series,Unbranded,Lemon Squash,,,1,,,25000,0,0,25000,1250.0,0,DineIn,Kasir 03,,,Gopay,Payment,
KM02 Coffee And Workingspace,1O5MZU,5/6/2023,18:05:48,Drink_Non Coffee,Unbranded,Creme Brulle Hot (non Coffe),,,1,,,28000,0,0,28000,1400.0,0,DineIn,Kasir 03,,,Gopay,Payment,
KM02 Coffee And Workingspace,1O5MZT,5/6/2023,17:59:53,Drink_Moctail,Unbranded,Red Lychee,,,1,,,27000,0,0,27000,1350.0,0,DineIn,Kasir 03,,,BCA,Payment,
KM02 Coffee And Workingspace,1O5MZT,5/6/2023,17:59:53,Food_Snack Sweet,Unbranded,Flying Banana,,,1,,,25000,0,0,25000,1250.0,0,DineIn,Kasir 03,,,BCA,Payment,
KM02 Coffee And Workingspace,1O5MZT,5/6/2023,17:59:53,Uncategorized,Unbranded,Custom Amount,,,1,,,45000,0,0,45000,2250.0,0,DineIn,Kasir 03,,,BCA,Payment,
KM02 Coffee And Workingspace,1O5MZT,5/6/2023,17:59:53,Food_Nusantara,Unbranded,Bebek Goreng KM.02,,,1,,,47500,0,0,47500,2375.0,0,DineIn,Kasir 03,,,BCA,Payment,
KM02 Coffee And Workingspace,1O5MZT,5/6/2023,17:59:53,Drink_Coffee,Unbranded,Cafe Latte Hot,,,1,,,23000,0,0,23000,1150.0,0,DineIn,Kasir 03,,,BCA,Payment,
KM02 Coffee And Workingspace,1O5MZT,5/6/2023,17:59:53,Drink_Others,Unbranded,Mineral,,,1,,,7000,0,0,7000,350.0,0,DineIn,Kasir 03,,,BCA,Payment,
KM02 Coffee And Workingspace,1O5MZS,5/6/2023,17:47:51,New Menu September,Unbranded,Mango Milkshake,,,1,,,32000,0,0,32000,1600.0,0,DineIn,Kasir 03,,,Cash,Payment,
KM02 Coffee And Workingspace,1O5MZS,5/6/2023,17:47:51,Food_Snack Salty,Unbranded,Tempe,,,2,,,40000,0,0,40000,2000.0,0,DineIn,Kasir 03,,,Cash,Payment,
